Timestamp,Date,Hour,DayOfWeek,ExpectedVolume,ActualVolume,AHT_minutes,RequiredAgents,ScheduledStaff,AttendanceRate,AvailableStaff,Handled,Backlog,SLA_Met
07-02-2023 06:00,07-02-2023,6,1,107,107,6,13,13,0.986,12,107,1775,1
07-02-2023 07:00,07-02-2023,7,1,102,102,6,13,14,0.983,13,102,1775,1
07-02-2023 08:00,07-02-2023,8,1,95,95,6,12,14,0.935,13,95,1775,1
07-02-2023 09:00,07-02-2023,9,1,98,98,6,12,11,0.986,10,98,1775,1
07-02-2023 10:00,07-02-2023,10,1,159,159,6,19,20,0.954,19,159,1775,1
07-02-2023 11:00,07-02-2023,11,1,135,135,6,16,16,0.972,15,135,1775,1
07-02-2023 12:00,07-02-2023,12,1,149,149,6,18,17,0.942,16,149,1775,1
07-02-2023 13:00,07-02-2023,13,1,140,140,6,17,16,0.963,15,140,1775,1
07-02-2023 14:00,07-02-2023,14,1,145,145,6,18,19,0.966,18,145,1775,1
07-02-2023 15:00,07-02-2023,15,1,186,186,6,22,21,0.93,19,186,1775,1
07-02-2023 16:00,07-02-2023,16,1,172,172,6,21,23,0.972,22,172,1775,1
07-02-2023 17:00,07-02-2023,17,1,170,170,6,20,22,0.987,21,170,1775,1
07-02-2023 18:00,07-02-2023,18,1,151,151,6,18,19,0.957,18,151,1775,1
07-02-2023 19:00,07-02-2023,19,1,141,141,6,17,17,0.987,16,141,1775,1
07-02-2023 20:00,07-02-2023,20,1,140,140,6,17,18,0.956,17,140,1775,1
07-02-2023 21:00,07-02-2023,21,1,156,156,6,19,21,0.977,20,156,1775,1
07-02-2023 22:00,07-02-2023,22,1,71,71,6,9,7,0.916,6,60,1786,1
07-02-2023 23:00,07-02-2023,23,1,74,74,6,9,7,0.99,6,60,1800,1
08-02-2023 00:00,08-02-2023,0,2,37,37,6,5,4,0.99,3,30,1807,1
08-02-2023 01:00,08-02-2023,1,2,41,41,6,5,4,0.954,3,30,1818,0
08-02-2023 02:00,08-02-2023,2,2,36,36,6,5,3,0.921,2,20,1834,0
08-02-2023 03:00,08-02-2023,3,2,37,37,6,5,7,0.966,6,37,1834,1
08-02-2023 04:00,08-02-2023,4,2,38,38,6,5,4,0.931,3,30,1842,0
08-02-2023 05:00,08-02-2023,5,2,37,37,6,5,6,0.969,5,37,1842,1
08-02-2023 06:00,08-02-2023,6,2,93,93,6,11,12,0.968,11,93,1842,1
08-02-2023 07:00,08-02-2023,7,2,98,98,6,12,14,0.941,13,98,1842,1
08-02-2023 08:00,08-02-2023,8,2,105,105,6,13,12,0.982,11,105,1842,1
08-02-2023 09:00,08-02-2023,9,2,89,89,6,11,12,0.976,11,89,1842,1
08-02-2023 10:00,08-02-2023,10,2,146,146,6,18,17,0.98,16,146,1842,1
08-02-2023 11:00,08-02-2023,11,2,137,137,6,17,16,0.96,15,137,1842,1
08-02-2023 12:00,08-02-2023,12,2,159,159,6,19,20,0.932,18,159,1842,1
08-02-2023 13:00,08-02-2023,13,2,127,127,6,15,13,0.98,12,120,1849,1
08-02-2023 14:00,08-02-2023,14,2,138,138,6,17,18,0.955,17,138,1849,1
08-02-2023 15:00,08-02-2023,15,2,174,174,6,21,23,0.932,21,174,1849,1
08-02-2023 16:00,08-02-2023,16,2,190,190,6,23,23,0.987,22,190,1849,1
08-02-2023 17:00,08-02-2023,17,2,168,168,6,20,21,0.99,20,168,1849,1
08-02-2023 18:00,08-02-2023,18,2,162,162,6,20,19,0.959,18,162,1849,1
08-02-2023 19:00,08-02-2023,19,2,153,153,6,18,17,0.99,16,153,1849,1
08-02-2023 20:00,08-02-2023,20,2,117,117,6,14,15,0.962,14,117,1849,1
08-02-2023 21:00,08-02-2023,21,2,109,109,6,13,13,0.952,12,109,1849,1
08-02-2023 22:00,08-02-2023,22,2,75,75,6,9,10,0.947,9,75,1849,1
08-02-2023 23:00,08-02-2023,23,2,70,70,6,9,9,0.99,8,70,1849,1
09-02-2023 00:00,09-02-2023,0,3,33,33,6,4,4,0.944,3,30,1852,1
09-02-2023 01:00,09-02-2023,1,3,38,38,6,5,7,0.975,6,38,1852,1
09-02-2023 02:00,09-02-2023,2,3,37,37,6,5,4,0.949,3,30,1859,1
09-02-2023 03:00,09-02-2023,3,3,35,35,6,5,4,0.951,3,30,1864,1
09-02-2023 04:00,09-02-2023,4,3,33,33,6,4,4,0.981,3,30,1867,1
09-02-2023 05:00,09-02-2023,5,3,39,39,6,5,4,0.952,3,30,1876,0
09-02-2023 06:00,09-02-2023,6,3,102,102,6,13,11,0.952,10,100,1878,1
09-02-2023 07:00,09-02-2023,7,3,96,96,6,12,12,0.983,11,96,1878,1
09-02-2023 08:00,09-02-2023,8,3,111,111,6,14,13,0.99,12,111,1878,1
09-02-2023 09:00,09-02-2023,9,3,88,88,6,11,9,0.973,8,80,1886,1
09-02-2023 10:00,09-02-2023,10,3,127,127,6,15,17,0.947,16,127,1886,1
09-02-2023 11:00,09-02-2023,11,3,137,137,6,17,16,0.95,15,137,1886,1
09-02-2023 12:00,09-02-2023,12,3,144,144,6,17,15,0.962,14,140,1890,1
09-02-2023 13:00,09-02-2023,13,3,148,148,6,18,19,0.966,18,148,1890,1
09-02-2023 14:00,09-02-2023,14,3,142,142,6,17,18,0.94,16,142,1890,1
09-02-2023 15:00,09-02-2023,15,3,174,174,6,21,19,0.974,18,174,1890,1
09-02-2023 16:00,09-02-2023,16,3,152,152,6,18,18,0.962,17,152,1890,1
09-02-2023 17:00,09-02-2023,17,3,189,189,6,23,23,0.926,21,189,1890,1
09-02-2023 18:00,09-02-2023,18,3,168,168,6,20,19,0.941,17,168,1890,1
09-02-2023 19:00,09-02-2023,19,3,145,145,6,18,19,0.95,18,145,1890,1
09-02-2023 20:00,09-02-2023,20,3,137,137,6,17,17,0.959,16,137,1890,1
09-02-2023 21:00,09-02-2023,21,3,138,138,6,17,17,0.99,16,138,1890,1
09-02-2023 22:00,09-02-2023,22,3,76,76,6,9,10,0.965,9,76,1890,1
09-02-2023 23:00,09-02-2023,23,3,75,75,6,9,11,0.943,10,75,1890,1
10-02-2023 00:00,10-02-2023,0,4,38,38,6,5,5,0.964,4,38,1890,1
10-02-2023 01:00,10-02-2023,1,4,40,40,6,5,3,0.953,2,20,1910,0
10-02-2023 02:00,10-02-2023,2,4,37,37,6,5,4,0.966,3,30,1917,1
10-02-2023 03:00,10-02-2023,3,4,38,38,6,5,5,0.972,4,38,1917,1
10-02-2023 04:00,10-02-2023,4,4,36,36,6,5,5,0.984,4,36,1917,1
10-02-2023 05:00,10-02-2023,5,4,40,40,6,5,7,0.96,6,40,1917,1
10-02-2023 06:00,10-02-2023,6,4,91,91,6,11,9,0.99,8,80,1928,1
10-02-2023 07:00,10-02-2023,7,4,111,111,6,14,13,0.978,12,111,1928,1
10-02-2023 08:00,10-02-2023,8,4,96,96,6,12,12,0.946,11,96,1928,1
10-02-2023 09:00,10-02-2023,9,4,86,86,6,11,10,0.99,9,86,1928,1
10-02-2023 10:00,10-02-2023,10,4,146,146,6,18,19,0.967,18,146,1928,1
10-02-2023 11:00,10-02-2023,11,4,137,137,6,17,17,0.943,16,137,1928,1
10-02-2023 12:00,10-02-2023,12,4,155,155,6,19,19,0.99,18,155,1928,1
10-02-2023 13:00,10-02-2023,13,4,137,137,6,17,18,0.99,17,137,1928,1
10-02-2023 14:00,10-02-2023,14,4,140,140,6,17,19,0.959,18,140,1928,1
10-02-2023 15:00,10-02-2023,15,4,144,144,6,17,17,0.95,16,144,1928,1
10-02-2023 16:00,10-02-2023,16,4,163,163,6,20,19,0.957,18,163,1928,1
10-02-2023 17:00,10-02-2023,17,4,136,136,6,17,15,0.974,14,136,1928,1
10-02-2023 18:00,10-02-2023,18,4,148,148,6,18,17,0.986,16,148,1928,1
10-02-2023 19:00,10-02-2023,19,4,141,141,6,17,19,0.971,18,141,1928,1
10-02-2023 20:00,10-02-2023,20,4,141,141,6,17,15,0.962,14,140,1929,1
10-02-2023 21:00,10-02-2023,21,4,137,137,6,17,16,0.99,15,137,1929,1
10-02-2023 22:00,10-02-2023,22,4,67,67,6,8,7,0.954,6,60,1936,1
10-02-2023 23:00,10-02-2023,23,4,72,72,6,9,10,0.981,9,72,1936,1
11-02-2023 00:00,11-02-2023,0,5,33,33,6,4,6,0.954,5,33,1936,1
11-02-2023 01:00,11-02-2023,1,5,30,30,6,4,5,0.969,4,30,1936,1
11-02-2023 02:00,11-02-2023,2,5,37,37,6,5,3,0.958,2,20,1953,0
11-02-2023 03:00,11-02-2023,3,5,35,35,6,5,6,0.959,5,35,1953,1
11-02-2023 04:00,11-02-2023,4,5,32,32,6,4,6,0.952,5,32,1953,1
11-02-2023 05:00,11-02-2023,5,5,33,33,6,4,4,0.987,3,30,1956,1
11-02-2023 06:00,11-02-2023,6,5,88,88,6,11,11,0.945,10,88,1956,1
11-02-2023 07:00,11-02-2023,7,5,73,73,6,9,7,0.945,6,60,1969,1
11-02-2023 08:00,11-02-2023,8,5,85,85,6,10,10,0.99,9,85,1969,1
11-02-2023 09:00,11-02-2023,9,5,82,82,6,10,11,0.98,10,82,1969,1
11-02-2023 10:00,11-02-2023,10,5,120,120,6,15,13,0.912,11,110,1979,1
11-02-2023 11:00,11-02-2023,11,5,128,128,6,16,18,0.949,17,128,1979,1
11-02-2023 12:00,11-02-2023,12,5,149,149,6,18,16,0.924,14,140,1988,1
11-02-2023 13:00,11-02-2023,13,5,137,137,6,17,15,0.941,14,137,1988,1
11-02-2023 14:00,11-02-2023,14,5,125,125,6,15,14,0.897,12,120,1993,1
11-02-2023 15:00,11-02-2023,15,5,159,159,6,19,18,0.957,17,159,1993,1
11-02-2023 16:00,11-02-2023,16,5,169,169,6,20,18,0.937,16,160,2002,1
11-02-2023 17:00,11-02-2023,17,5,164,164,6,20,20,0.961,19,164,2002,1
11-02-2023 18:00,11-02-2023,18,5,153,153,6,18,17,0.927,15,150,2005,1
11-02-2023 19:00,11-02-2023,19,5,113,113,6,14,16,0.962,15,113,2005,1
11-02-2023 20:00,11-02-2023,20,5,126,126,6,15,16,0.952,15,126,2005,1
11-02-2023 21:00,11-02-2023,21,5,123,123,6,15,14,0.99,13,123,2005,1
11-02-2023 22:00,11-02-2023,22,5,70,70,6,9,7,0.988,6,60,2015,1
11-02-2023 23:00,11-02-2023,23,5,69,69,6,9,9,0.976,8,69,2015,1
12-02-2023 00:00,12-02-2023,0,6,35,35,6,5,6,0.953,5,35,2015,1
12-02-2023 01:00,12-02-2023,1,6,31,31,6,4,3,0.99,2,20,2026,0
12-02-2023 02:00,12-02-2023,2,6,36,36,6,5,5,0.929,4,36,2026,1
12-02-2023 03:00,12-02-2023,3,6,33,33,6,4,4,0.932,3,30,2029,1
12-02-2023 04:00,12-02-2023,4,6,38,38,6,5,5,0.958,4,38,2029,1
12-02-2023 05:00,12-02-2023,5,6,31,31,6,4,2,0.99,1,10,2050,0
12-02-2023 06:00,12-02-2023,6,6,99,99,6,12,14,0.956,13,99,2050,1
12-02-2023 07:00,12-02-2023,7,6,88,88,6,11,11,0.956,10,88,2050,1
12-02-2023 08:00,12-02-2023,8,6,82,82,6,10,11,0.931,10,82,2050,1
12-02-2023 09:00,12-02-2023,9,6,84,84,6,10,9,0.979,8,80,2054,1
12-02-2023 10:00,12-02-2023,10,6,127,127,6,15,16,0.979,15,127,2054,1
12-02-2023 11:00,12-02-2023,11,6,135,135,6,16,14,0.976,13,130,2059,1
12-02-2023 12:00,12-02-2023,12,6,136,136,6,17,15,0.947,14,136,2059,1
12-02-2023 13:00,12-02-2023,13,6,125,125,6,15,16,0.946,15,125,2059,1
12-02-2023 14:00,12-02-2023,14,6,130,130,6,16,18,0.934,16,130,2059,1
12-02-2023 15:00,12-02-2023,15,6,178,178,6,21,19,0.962,18,178,2059,1
12-02-2023 16:00,12-02-2023,16,6,173,173,6,21,19,0.938,17,170,2062,1
12-02-2023 17:00,12-02-2023,17,6,158,158,6,19,20,0.936,18,158,2062,1
12-02-2023 18:00,12-02-2023,18,6,153,153,6,18,16,0.952,15,150,2065,1
12-02-2023 19:00,12-02-2023,19,6,121,121,6,15,17,0.95,16,121,2065,1
12-02-2023 20:00,12-02-2023,20,6,126,126,6,15,17,0.949,16,126,2065,1
12-02-2023 21:00,12-02-2023,21,6,110,110,6,13,15,0.969,14,110,2065,1
12-02-2023 22:00,12-02-2023,22,6,64,64,6,8,7,0.962,6,60,2069,1
12-02-2023 23:00,12-02-2023,23,6,57,57,6,7,9,0.954,8,57,2069,1
13-02-2023 00:00,13-02-2023,0,0,37,37,6,5,7,0.964,6,37,2069,1
13-02-2023 01:00,13-02-2023,1,0,38,38,6,5,4,0.94,3,30,2077,0
13-02-2023 02:00,13-02-2023,2,0,35,35,6,5,5,0.962,4,35,2077,1
13-02-2023 03:00,13-02-2023,3,0,41,41,6,5,3,0.963,2,20,2098,0
13-02-2023 04:00,13-02-2023,4,0,33,33,6,4,6,0.93,5,33,2098,1
13-02-2023 05:00,13-02-2023,5,0,32,32,6,4,2,0.98,1,10,2120,0
13-02-2023 06:00,13-02-2023,6,0,98,98,6,12,13,0.942,12,98,2120,1
13-02-2023 07:00,13-02-2023,7,0,105,105,6,13,11,0.962,10,100,2125,1
13-02-2023 08:00,13-02-2023,8,0,110,110,6,13,12,0.983,11,110,2125,1
13-02-2023 09:00,13-02-2023,9,0,93,93,6,11,9,0.979,8,80,2138,1
13-02-2023 10:00,13-02-2023,10,0,158,158,6,19,17,0.961,16,158,2138,1
13-02-2023 11:00,13-02-2023,11,0,145,145,6,18,16,0.953,15,145,2138,1
13-02-2023 12:00,13-02-2023,12,0,143,143,6,17,17,0.979,16,143,2138,1
13-02-2023 13:00,13-02-2023,13,0,155,155,6,19,19,0.973,18,155,2138,1
13-02-2023 14:00,13-02-2023,14,0,153,153,6,18,19,0.948,18,153,2138,1
13-02-2023 15:00,13-02-2023,15,0,148,148,6,18,17,0.944,16,148,2138,1
13-02-2023 16:00,13-02-2023,16,0,189,189,6,23,21,0.919,19,189,2138,1
13-02-2023 17:00,13-02-2023,17,0,188,188,6,23,21,0.963,20,188,2138,1
13-02-2023 18:00,13-02-2023,18,0,161,161,6,19,17,0.958,16,160,2139,1
13-02-2023 19:00,13-02-2023,19,0,137,137,6,17,15,0.983,14,137,2139,1
13-02-2023 20:00,13-02-2023,20,0,138,138,6,17,17,0.967,16,138,2139,1
13-02-2023 21:00,13-02-2023,21,0,136,136,6,17,18,0.987,17,136,2139,1
13-02-2023 22:00,13-02-2023,22,0,69,69,6,9,11,0.946,10,69,2139,1
13-02-2023 23:00,13-02-2023,23,0,69,69,6,9,8,0.983,7,69,2139,1
14-02-2023 00:00,14-02-2023,0,1,36,36,6,5,3,0.949,2,20,2155,0
14-02-2023 01:00,14-02-2023,1,1,40,40,6,5,6,0.976,5,40,2155,1
14-02-2023 02:00,14-02-2023,2,1,38,38,6,5,7,0.931,6,38,2155,1
14-02-2023 03:00,14-02-2023,3,1,35,35,6,5,6,0.965,5,35,2155,1
14-02-2023 04:00,14-02-2023,4,1,39,39,6,5,5,0.92,4,39,2155,1
14-02-2023 05:00,14-02-2023,5,1,28,28,6,4,6,0.955,5,28,2155,1
14-02-2023 06:00,14-02-2023,6,1,106,106,6,13,14,0.969,13,106,2155,1
14-02-2023 07:00,14-02-2023,7,1,83,83,6,10,10,0.95,9,83,2155,1
14-02-2023 08:00,14-02-2023,8,1,94,94,6,12,13,0.939,12,94,2155,1
14-02-2023 09:00,14-02-2023,9,1,88,88,6,11,12,0.977,11,88,2155,1
14-02-2023 10:00,14-02-2023,10,1,130,130,6,16,18,0.958,17,130,2155,1
14-02-2023 11:00,14-02-2023,11,1,159,159,6,19,19,0.95,18,159,2155,1
14-02-2023 12:00,14-02-2023,12,1,140,140,6,17,15,0.961,14,140,2155,1
14-02-2023 13:00,14-02-2023,13,1,149,149,6,18,17,0.99,16,149,2155,1
14-02-2023 14:00,14-02-2023,14,1,145,145,6,18,20,0.983,19,145,2155,1
14-02-2023 15:00,14-02-2023,15,1,176,176,6,21,21,0.983,20,176,2155,1
14-02-2023 16:00,14-02-2023,16,1,170,170,6,20,21,0.969,20,170,2155,1
14-02-2023 17:00,14-02-2023,17,1,152,152,6,18,18,0.963,17,152,2155,1
14-02-2023 18:00,14-02-2023,18,1,183,183,6,22,21,0.912,19,183,2155,1
14-02-2023 19:00,14-02-2023,19,1,128,128,6,16,15,0.946,14,128,2155,1
14-02-2023 20:00,14-02-2023,20,1,116,116,6,14,12,0.95,11,110,2161,1
14-02-2023 21:00,14-02-2023,21,1,128,128,6,16,14,0.923,12,120,2169,1
14-02-2023 22:00,14-02-2023,22,1,81,81,6,10,9,0.937,8,80,2170,1
14-02-2023 23:00,14-02-2023,23,1,77,77,6,10,12,0.92,11,77,2170,1
15-02-2023 00:00,15-02-2023,0,2,35,35,6,5,7,0.959,6,35,2170,1
15-02-2023 01:00,15-02-2023,1,2,35,35,6,5,6,0.976,5,35,2170,1
15-02-2023 02:00,15-02-2023,2,2,35,35,6,5,3,0.982,2,20,2185,0
15-02-2023 03:00,15-02-2023,3,2,42,42,6,5,6,0.968,5,42,2185,1
15-02-2023 04:00,15-02-2023,4,2,37,37,6,5,3,0.941,2,20,2202,0
15-02-2023 05:00,15-02-2023,5,2,38,38,6,5,4,0.921,3,30,2210,0
15-02-2023 06:00,15-02-2023,6,2,105,105,6,13,15,0.925,13,105,2210,1
15-02-2023 07:00,15-02-2023,7,2,99,99,6,12,14,0.935,13,99,2210,1
15-02-2023 08:00,15-02-2023,8,2,95,95,6,12,11,0.942,10,95,2210,1
15-02-2023 09:00,15-02-2023,9,2,95,95,6,12,13,0.957,12,95,2210,1
15-02-2023 10:00,15-02-2023,10,2,144,144,6,17,18,0.94,16,144,2210,1
15-02-2023 11:00,15-02-2023,11,2,145,145,6,18,18,0.967,17,145,2210,1
15-02-2023 12:00,15-02-2023,12,2,154,154,6,19,17,0.955,16,154,2210,1
15-02-2023 13:00,15-02-2023,13,2,146,146,6,18,19,0.96,18,146,2210,1
15-02-2023 14:00,15-02-2023,14,2,154,154,6,19,18,0.983,17,154,2210,1
15-02-2023 15:00,15-02-2023,15,2,168,168,6,20,21,0.936,19,168,2210,1
15-02-2023 16:00,15-02-2023,16,2,170,170,6,20,22,0.968,21,170,2210,1
15-02-2023 17:00,15-02-2023,17,2,142,142,6,17,15,0.96,14,140,2212,1
15-02-2023 18:00,15-02-2023,18,2,182,182,6,22,22,0.953,20,182,2212,1
15-02-2023 19:00,15-02-2023,19,2,137,137,6,17,15,0.978,14,137,2212,1
15-02-2023 20:00,15-02-2023,20,2,144,144,6,17,19,0.978,18,144,2212,1
15-02-2023 21:00,15-02-2023,21,2,102,102,6,13,15,0.941,14,102,2212,1
15-02-2023 22:00,15-02-2023,22,2,85,85,6,10,12,0.956,11,85,2212,1
15-02-2023 23:00,15-02-2023,23,2,72,72,6,9,11,0.966,10,72,2212,1
16-02-2023 00:00,16-02-2023,0,3,39,39,6,5,4,0.955,3,30,2221,0
16-02-2023 01:00,16-02-2023,1,3,33,33,6,4,4,0.972,3,30,2224,1
16-02-2023 02:00,16-02-2023,2,3,38,38,6,5,7,0.966,6,38,2224,1
16-02-2023 03:00,16-02-2023,3,3,33,33,6,4,6,0.99,5,33,2224,1
16-02-2023 04:00,16-02-2023,4,3,34,34,6,5,6,0.929,5,34,2224,1
16-02-2023 05:00,16-02-2023,5,3,42,42,6,5,5,0.958,4,40,2226,1
16-02-2023 06:00,16-02-2023,6,3,95,95,6,12,10,0.942,9,90,2231,1
16-02-2023 07:00,16-02-2023,7,3,98,98,6,12,12,0.972,11,98,2231,1
16-02-2023 08:00,16-02-2023,8,3,103,103,6,13,13,0.928,12,103,2231,1
16-02-2023 09:00,16-02-2023,9,3,101,101,6,12,12,0.967,11,101,2231,1
16-02-2023 10:00,16-02-2023,10,3,147,147,6,18,20,0.947,18,147,2231,1
16-02-2023 11:00,16-02-2023,11,3,149,149,6,18,20,0.945,18,149,2231,1
16-02-2023 12:00,16-02-2023,12,3,173,173,6,21,20,0.931,18,173,2231,1
16-02-2023 13:00,16-02-2023,13,3,144,144,6,17,15,0.951,14,140,2235,1
16-02-2023 14:00,16-02-2023,14,3,147,147,6,18,19,0.982,18,147,2235,1
16-02-2023 15:00,16-02-2023,15,3,184,184,6,22,22,0.959,21,184,2235,1
16-02-2023 16:00,16-02-2023,16,3,184,184,6,22,20,0.973,19,184,2235,1
16-02-2023 17:00,16-02-2023,17,3,185,185,6,22,20,0.99,19,185,2235,1
16-02-2023 18:00,16-02-2023,18,3,178,178,6,21,20,0.965,19,178,2235,1
16-02-2023 19:00,16-02-2023,19,3,121,121,6,15,16,0.949,15,121,2235,1
16-02-2023 20:00,16-02-2023,20,3,150,150,6,18,18,0.969,17,150,2235,1
16-02-2023 21:00,16-02-2023,21,3,121,121,6,15,16,0.949,15,121,2235,1
16-02-2023 22:00,16-02-2023,22,3,74,74,6,9,8,0.95,7,70,2239,1
16-02-2023 23:00,16-02-2023,23,3,68,68,6,9,11,0.93,10,68,2239,1
17-02-2023 00:00,17-02-2023,0,4,36,36,6,5,3,0.979,2,20,2255,0
17-02-2023 01:00,17-02-2023,1,4,37,37,6,5,5,0.952,4,37,2255,1
17-02-2023 02:00,17-02-2023,2,4,37,37,6,5,7,0.964,6,37,2255,1
17-02-2023 03:00,17-02-2023,3,4,38,38,6,5,4,0.939,3,30,2263,0
17-02-2023 04:00,17-02-2023,4,4,41,41,6,5,6,0.969,5,41,2263,1
17-02-2023 05:00,17-02-2023,5,4,38,38,6,5,3,0.945,2,20,2281,0
17-02-2023 06:00,17-02-2023,6,4,95,95,6,12,12,0.957,11,95,2281,1
17-02-2023 07:00,17-02-2023,7,4,104,104,6,13,15,0.978,14,104,2281,1
17-02-2023 08:00,17-02-2023,8,4,106,106,6,13,15,0.976,14,106,2281,1
17-02-2023 09:00,17-02-2023,9,4,87,87,6,11,9,0.96,8,80,2288,1
17-02-2023 10:00,17-02-2023,10,4,152,152,6,18,19,0.925,17,152,2288,1
17-02-2023 11:00,17-02-2023,11,4,153,153,6,18,17,0.99,16,153,2288,1
17-02-2023 12:00,17-02-2023,12,4,142,142,6,17,18,0.99,17,142,2288,1
17-02-2023 13:00,17-02-2023,13,4,161,161,6,19,20,0.974,19,161,2288,1
17-02-2023 14:00,17-02-2023,14,4,143,143,6,17,18,0.945,17,143,2288,1
17-02-2023 15:00,17-02-2023,15,4,171,126,6,15,13,0.958,12,120,2294,1
17-02-2023 16:00,17-02-2023,16,4,167,123,6,15,13,0.949,12,120,2297,1
17-02-2023 17:00,17-02-2023,17,4,170,125,6,15,14,0.985,13,125,2297,1
17-02-2023 18:00,17-02-2023,18,4,154,113,6,14,15,0.965,14,113,2297,1
17-02-2023 19:00,17-02-2023,19,4,118,118,6,14,12,0.944,11,110,2305,1
17-02-2023 20:00,17-02-2023,20,4,150,150,6,18,17,0.951,16,150,2305,1
17-02-2023 21:00,17-02-2023,21,4,124,124,6,15,14,0.982,13,124,2305,1
17-02-2023 22:00,17-02-2023,22,4,67,67,6,8,9,0.99,8,67,2305,1
17-02-2023 23:00,17-02-2023,23,4,60,60,6,8,8,0.99,7,60,2305,1
18-02-2023 00:00,18-02-2023,0,5,31,31,6,4,5,0.975,4,31,2305,1
18-02-2023 01:00,18-02-2023,1,5,29,29,6,4,4,0.955,3,29,2305,1
18-02-2023 02:00,18-02-2023,2,5,37,37,6,5,4,0.895,3,30,2312,1
18-02-2023 03:00,18-02-2023,3,5,35,35,6,5,3,0.966,2,20,2327,0
18-02-2023 04:00,18-02-2023,4,5,31,31,6,4,6,0.96,5,31,2327,1
18-02-2023 05:00,18-02-2023,5,5,39,39,6,5,4,0.963,3,30,2336,0
18-02-2023 06:00,18-02-2023,6,5,94,94,6,12,10,0.961,9,90,2340,1
18-02-2023 07:00,18-02-2023,7,5,85,85,6,10,9,0.933,8,80,2345,1
18-02-2023 08:00,18-02-2023,8,5,70,70,6,9,10,0.971,9,70,2345,1
18-02-2023 09:00,18-02-2023,9,5,103,103,6,13,13,0.973,12,103,2345,1
18-02-2023 10:00,18-02-2023,10,5,116,116,6,14,13,0.974,12,116,2345,1
18-02-2023 11:00,18-02-2023,11,5,113,113,6,14,12,0.979,11,110,2348,1
18-02-2023 12:00,18-02-2023,12,5,141,141,6,17,18,0.972,17,141,2348,1
18-02-2023 13:00,18-02-2023,13,5,156,156,6,19,21,0.952,19,156,2348,1
18-02-2023 14:00,18-02-2023,14,5,145,145,6,18,19,0.959,18,145,2348,1
18-02-2023 15:00,18-02-2023,15,5,159,159,6,19,19,0.962,18,159,2348,1
18-02-2023 16:00,18-02-2023,16,5,160,160,6,19,20,0.962,19,160,2348,1
18-02-2023 17:00,18-02-2023,17,5,163,163,6,20,22,0.98,21,163,2348,1
18-02-2023 18:00,18-02-2023,18,5,162,162,6,20,18,0.973,17,162,2348,1
18-02-2023 19:00,18-02-2023,19,5,122,122,6,15,14,0.99,13,122,2348,1
18-02-2023 20:00,18-02-2023,20,5,121,121,6,15,15,0.99,14,121,2348,1
18-02-2023 21:00,18-02-2023,21,5,119,119,6,14,16,0.962,15,119,2348,1
18-02-2023 22:00,18-02-2023,22,5,61,61,6,8,8,0.883,7,61,2348,1
18-02-2023 23:00,18-02-2023,23,5,64,64,6,8,9,0.985,8,64,2348,1
19-02-2023 00:00,19-02-2023,0,6,28,28,6,4,4,0.949,3,28,2348,1
19-02-2023 01:00,19-02-2023,1,6,32,32,6,4,6,0.944,5,32,2348,1
19-02-2023 02:00,19-02-2023,2,6,30,30,6,4,3,0.952,2,20,2358,0
19-02-2023 03:00,19-02-2023,3,6,30,30,6,4,3,0.951,2,20,2368,0
19-02-2023 04:00,19-02-2023,4,6,33,33,6,4,4,0.972,3,30,2371,1
19-02-2023 05:00,19-02-2023,5,6,36,36,6,5,3,0.929,2,20,2387,0
19-02-2023 06:00,19-02-2023,6,6,94,94,6,12,12,0.938,11,94,2387,1
19-02-2023 07:00,19-02-2023,7,6,76,76,6,9,10,0.967,9,76,2387,1
19-02-2023 08:00,19-02-2023,8,6,80,80,6,10,9,0.972,8,80,2387,1
19-02-2023 09:00,19-02-2023,9,6,94,94,6,12,11,0.973,10,94,2387,1
19-02-2023 10:00,19-02-2023,10,6,120,120,6,15,14,0.944,13,120,2387,1
19-02-2023 11:00,19-02-2023,11,6,128,128,6,16,14,0.94,13,128,2387,1
19-02-2023 12:00,19-02-2023,12,6,136,136,6,17,15,0.95,14,136,2387,1
19-02-2023 13:00,19-02-2023,13,6,121,121,6,15,17,0.965,16,121,2387,1
19-02-2023 14:00,19-02-2023,14,6,132,132,6,16,16,0.99,15,132,2387,1
19-02-2023 15:00,19-02-2023,15,6,136,136,6,17,17,0.919,15,136,2387,1
19-02-2023 16:00,19-02-2023,16,6,145,145,6,18,19,0.956,18,145,2387,1
19-02-2023 17:00,19-02-2023,17,6,156,156,6,19,18,0.933,16,156,2387,1
19-02-2023 18:00,19-02-2023,18,6,133,133,6,16,14,0.927,12,120,2400,1
19-02-2023 19:00,19-02-2023,19,6,124,124,6,15,16,0.979,15,124,2400,1
19-02-2023 20:00,19-02-2023,20,6,120,120,6,15,16,0.971,15,120,2400,1
19-02-2023 21:00,19-02-2023,21,6,125,125,6,15,13,0.969,12,120,2405,1
19-02-2023 22:00,19-02-2023,22,6,67,67,6,8,8,0.978,7,67,2405,1
19-02-2023 23:00,19-02-2023,23,6,72,72,6,9,8,0.95,7,70,2407,1
20-02-2023 00:00,20-02-2023,0,0,37,37,6,5,5,0.951,4,37,2407,1
20-02-2023 01:00,20-02-2023,1,0,35,35,6,5,6,0.99,5,35,2407,1
20-02-2023 02:00,20-02-2023,2,0,37,37,6,5,4,0.955,3,30,2414,1
